"accountId";"cardId";"operation";"merchant";"brandMerchant";"mcc";"purchaseAmount";"purchaseDate"
"307316";"128748";"Compra Pré-Pago Débito Visa";"Visa";"PETROLANDIA COMER        ROLANDIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"198.93";"2024-10-03 06:47:00"
"268246";"57278";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE JUMBO        Nova AlvoradaBR";"SECURITY BROKERS AND DEALERS";"9.00";"2024-10-03 06:49:00"
"150094";"143151";"Compra Pré-Pago Débito Visa";"Visa";"CristinaDeArruda         PALOTINA     BR";"REAL ESTATE AGENTS AND MANAGERS - RENTALS";"12.00";"2024-10-03 06:50:00"
"171826";"108125";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE CRUZEIRO           PONTA GROSSA BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"861.92";"2024-10-03 06:51:00"
"281658";"84429";"Compra Pré-Pago Débito Visa";"Visa";"AtacaCerto               SOROCABA     BR";"NONDURABLE GOODS, NOT ELSEWHERE CLASSIFIED";"19.50";"2024-10-03 06:51:00"
"54846";"54838";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"79.80";"2024-10-03 06:52:00"
"275500";"103765";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BRASILIA           UBIRATA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1040.00";"2024-10-03 06:53:00"
"311467";"174092";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA SP        ITAPECERICA DBR";"TOLL AND BRIDGE FEES";"35.70";"2024-10-03 06:54:00"
"153717";"143878";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA GRAM        INOCENCIA    BR";"EATING PLACES AND RESTAURANTS";"27.00";"2024-10-03 06:54:00"
"43812";"43804";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE CARRETAO     GUAIRA       BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-03 06:55:00"
"99453";"99443";"Compra Pré-Pago Débito Visa";"Visa";"CASA VERDE               NOVA ANDRADINBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2196.00";"2024-10-03 06:55:00"
"97038";"68773";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON ESPACO DA BE     FLORESTOPOLISBR";"BEAUTY AND BARBER SHOPS";"7.00";"2024-10-03 06:56:00"
"43938";"43930";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO LUIZ D        PIRACICABA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1387.50";"2024-10-03 06:57:00"
"302704";"165847";"Compra Pré-Pago Débito Visa";"Visa";"COSCRATO VENTURA SUPER   BEBEDOURO    BR";"GROCERY STORES AND SUPERMARKETS";"21.74";"2024-10-03 06:57:00"
"310039";"150207";"Compra Pré-Pago Débito Visa";"Visa";"ZAFALON REDE DE POSTOS   CAMPO MOURAO BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1771.45";"2024-10-03 06:57:00"
"308923";"93998";"Compra Pré-Pago Débito Visa";"Visa";"BALSA - ITAPIRANGA       ITAPIRANGA   BR";"LOCAL AND SUBURBAN COMMUTER PASSENGER TRANSPORTATION, INCLUDING FERRIES";"140.00";"2024-10-03 06:57:00"
"264296";"118803";"Compra Pré-Pago Débito Visa";"Visa";"ROTA DO OESTE            CUIABA       BR";"TOLL AND BRIDGE FEES";"37.60";"2024-10-03 06:57:00"
"255569";"170867";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO FORMIG        JAGUAPITA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"121.00";"2024-10-03 06:57:00"
"74969";"74961";"Compra Pré-Pago Débito Visa";"Visa";"IGNACIO PADARIA CONFEI   MARIALVA     BR";"BAKERIES";"25.90";"2024-10-03 06:58:00"
"311206";"169825";"Compra Pré-Pago Débito Visa";"Visa";"ZAFALON REDE DE POSTOS   CAMPO MOURAO BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1484.46";"2024-10-03 06:58:00"
"303046";"118143";"Compra Pré-Pago Débito Visa";"Visa";"LANCH REST BARRA LIMPA   MATAO        BR";"EATING PLACES AND RESTAURANTS";"9.00";"2024-10-03 06:58:00"
"178639";"171054";"Compra Pré-Pago Débito Visa";"Visa";"Videira                  MAUA DA SERRABR";"EATING PLACES AND RESTAURANTS";"17.00";"2024-10-03 07:00:00"
"303046";"118143";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BARRA LIMPA        MATAO        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1000.00";"2024-10-03 07:00:00"
"171826";"108125";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE MAHLE        CRUZEIRO DO OBR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-03 07:01:00"
"311467";"174092";"Compra Pré-Pago Débito Visa";"Visa";"PIRATININGA              SAO BERNARDO BR";"TOLL AND BRIDGE FEES";"257.60";"2024-10-03 07:02:00"
"69764";"165848";"Compra Pré-Pago Débito Visa";"Visa";"BAR E RESTAURANTE 567    SAO CAETANO DBR";"EATING PLACES AND RESTAURANTS";"10.50";"2024-10-03 07:05:00"
"199176";"117519";"Compra Pré-Pago Débito Visa";"Visa";"MP *AAA                  PAI ANDU     BR";"BEAUTY AND BARBER SHOPS";"336.00";"2024-10-03 07:07:00"
"103694";"67394";"Compra Pré-Pago Débito Visa";"Visa";"ANJO AZUL ESTACIONAMENTO SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"9.00";"2024-10-03 07:07:00"
"62494";"62486";"Compra Pré-Pago Débito Visa";"Visa";"Lanchonete               SANTOS       BR";"FAST FOOD RESTAURANTS";"15.00";"2024-10-03 07:08:00"
"60578";"172697";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"158.20";"2024-10-03 07:09:00"
"307192";"151183";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ALDO               PARANAGUA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"79.90";"2024-10-03 07:09:00"
"95480";"95470";"Compra Pré-Pago Débito Visa";"Visa";"MP *CAFEPR092            JAGUARIAVA   BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"50.00";"2024-10-03 07:09:00"
"88314";"120706";"Compra Pré-Pago Débito Visa";"Visa";"CHITOLINA RESTAURANT     GUARA        BR";"EATING PLACES AND RESTAURANTS";"10.00";"2024-10-03 07:11:00"
"308830";"173728";"Compra Pré-Pago Débito Visa";"Visa";"MZ RESTAURANTE           PONTA GROSSA BR";"EATING PLACES AND RESTAURANTS";"26.00";"2024-10-03 07:12:00"
"308768";"53554";"Compra Pré-Pago Débito Visa";"Visa";"RAFA RESTAURANTE II      UBERABA      BR";"EATING PLACES AND RESTAURANTS";"10.50";"2024-10-03 07:12:00"
"63395";"173116";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"60.20";"2024-10-03 07:12:00"
"84206";"84197";"Compra Pré-Pago Débito Visa";"Visa";"MP *DI3LACHONETE         DELTA        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"14.00";"2024-10-03 07:12:00"
"191874";"115415";"Compra Pré-Pago Débito Visa";"Visa";"POSTO O CUPIM SAO JOSE   SAO JOSE DOS BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2552.88";"2024-10-03 07:13:00"
"256907";"65307";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CENTRAL BALS  BALSAMO      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"117.00";"2024-10-03 07:14:00"
"255485";"112393";"Compra Pré-Pago Débito Visa";"Visa";"MONTE CARLO CEDRAL       CEDRAL       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2177.00";"2024-10-03 07:16:00"
"209545";"157847";"Compra Pré-Pago Débito Visa";"Visa";"POSTO FITA AZUL          Cangucu      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"719.48";"2024-10-03 07:16:00"
"40533";"40525";"Compra Pré-Pago Débito Visa";"Visa";"LAVSEKA LTDA             Rio Claro - SBR";"DRY CLEANERS";"18.00";"2024-10-03 07:17:00"
"295767";"113062";"Compra Pré-Pago Débito Visa";"Visa";"PostoPiloto              BELA VISTA DOBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"594.70";"2024-10-03 07:17:00"
"306148";"89951";"Compra Pré-Pago Débito Visa";"Visa";"SUP TRIANGULO            PLANURA      BR";"GROCERY STORES AND SUPERMARKETS";"5.51";"2024-10-03 07:18:00"
"286642";"129684";"Compra Pré-Pago Débito Visa";"Visa";"MARIA LAVADOR E RESTAU   MACATUBA     BR";"EATING PLACES AND RESTAURANTS";"23.00";"2024-10-03 07:18:00"
"307865";"79615";"Compra Pré-Pago Débito Visa";"Visa";"MP *SAVANA               PARANAGU     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"10.00";"2024-10-03 07:20:00"
"121638";"152257";"Compra Pré-Pago Débito Visa";"Visa";"POSTO LOCATELLI          CUBATAO      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"569.29";"2024-10-03 07:21:00"
"288535";"117164";"Compra Pré-Pago Débito Visa";"Visa";"SABOR COMIDA MINEIRA     UBERLANDIA   BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-03 07:22:00"
"126147";"119922";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"63.90";"2024-10-03 07:24:00"
"252600";"149828";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO  CASTELAO L   PRESIDENTE CABR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"649.00";"2024-10-03 07:24:00"
"50921";"50913";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoTapejara        TAPEJARA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1290.30";"2024-10-03 07:25:00"
"75561";"75553";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE O EST        PRIMAVERA DO BR";"EATING PLACES AND RESTAURANTS";"11.00";"2024-10-03 07:25:00"
"310736";"110827";"Compra Pré-Pago Débito Visa";"Visa";"BARRACA DO ZE            MAURILANDIA  BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-03 07:26:00"
"86716";"86707";"Compra Pré-Pago Débito Visa";"Visa";"DIAMANTE DO NORTE        DIAMANTE DO NBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2586.00";"2024-10-03 07:26:00"
"211022";"63194";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA VITORIA     GUARAPUAVA   BR";"BAKERIES";"10.51";"2024-10-03 07:26:00"
"213372";"84810";"Compra Pré-Pago Débito Visa";"Visa";"R.BORSATTO COMERC        CASTRO       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"270.00";"2024-10-03 07:26:00"
"77394";"77386";"Compra Pré-Pago Débito Visa";"Visa";"POSTO MAZOTI             JOAQUIM TAVORBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"340.80";"2024-10-03 07:26:00"
"77930";"77922";"Compra Pré-Pago Débito Visa";"Visa";"Ronkinele                IBIPORA      BR";"BAKERIES";"2.10";"2024-10-03 07:29:00"
"311475";"137056";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BRASILIA           UBIRATA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1200.00";"2024-10-03 07:30:00"
"289606";"136535";"Compra Pré-Pago Débito Visa";"Visa";"PONTO 73                 CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-03 07:31:00"
"119644";"113419";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO BONITO        BONITO       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1238.00";"2024-10-03 07:31:00"
"75276";"172406";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE ATALAIA            GUARAPUAVA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3188.00";"2024-10-03 07:33:00"
"218308";"158184";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE FITAZUL LT   CANGUCU      BR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-03 07:33:00"
"117207";"110982";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA REQUINTE    CASCAVEL     BR";"BAKERIES";"78.30";"2024-10-03 07:34:00"
"77768";"138922";"Compra Pré-Pago Débito Visa";"Visa";"PostoPiloto              BELA VISTA DOBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"50.00";"2024-10-03 07:34:00"
"81943";"126965";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE ROSSATTO     SERAFINA CORRBR";"EATING PLACES AND RESTAURANTS";"14.00";"2024-10-03 07:34:00"
"308591";"173233";"Compra Pré-Pago Débito Visa";"Visa";"CarlosRoberto            BATATAIS     BR";"BAKERIES";"14.16";"2024-10-03 07:34:00"
"88707";"88698";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"90.40";"2024-10-03 07:34:00"
"310838";"171922";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"59.50";"2024-10-03 07:35:00"
"272798";"172083";"Compra Pré-Pago Débito Visa";"Visa";"POSTO DE SERVICO         DOURADOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"23.98";"2024-10-03 07:36:00"
"82108";"82099";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONETE CENTRAL       CATANDUVA    BR";"FAST FOOD RESTAURANTS";"21.00";"2024-10-03 07:36:00"
"107745";"108840";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA FEDATTO     Campo Largo  BR";"EATING PLACES AND RESTAURANTS";"31.00";"2024-10-03 07:37:00"
"153717";"143878";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DAS ROD   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"90.30";"2024-10-03 07:37:00"
"107745";"108840";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA FEDATTO     Campo Largo  BR";"EATING PLACES AND RESTAURANTS";"31.00";"2024-10-03 07:38:00"
"44862";"44854";"Compra Pré-Pago Débito Visa";"Visa";"EDNAMARIAALVES           CAMBE        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"9.00";"2024-10-03 07:38:00"
"150140";"143197";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE JANGADA 1    PARANAVAI    BR";"EATING PLACES AND RESTAURANTS";"10.00";"2024-10-03 07:42:00"
"57201";"57193";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BCA SABIAZINHO     TERRA ROXA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"10.00";"2024-10-03 07:42:00"
"186706";"133954";"Compra Pré-Pago Débito Visa";"Visa";"MONTE CARLO CEDRAL       CEDRAL       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-03 07:43:00"
"77251";"77243";"Compra Pré-Pago Débito Visa";"Visa";"BTP TRANSPORTES DE CAR   LONDRINA     BR";"MOTOR FREIGHT CARRIERS AND TRUCKING - LOCAL AND LONG DISTANCE, MOVING AND STORAGE COMPANIES, AND LOCAL DELIVERY";"15.00";"2024-10-03 07:43:00"
"107237";"107226";"Compra Pré-Pago Débito Visa";"Visa";"IVANIA SANTIAGO DONDON   Pedra Preta  BR";"FAST FOOD RESTAURANTS";"12.00";"2024-10-03 07:43:00"
"252138";"142711";"Compra Pré-Pago Débito Visa";"Visa";"POSTO MARACUJA           JACI         BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1597.50";"2024-10-03 07:43:00"
"186706";"133954";"Compra Pré-Pago Débito Visa";"Visa";"MONTE CARLO CEDRAL       CEDRAL       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-03 07:44:00"
"305277";"166701";"Compra Pré-Pago Débito Visa";"Visa";"PostoPiloto7             ROLANDIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-03 07:44:00"
"179848";"46564";"Compra Pré-Pago Débito Visa";"Visa";"AUTO PECAS ROLAMAR       LENCOIS PAULIBR";"AUTOMOTIVE PARTS AND ACCESSORIES STORES";"175.00";"2024-10-03 07:45:00"
"186706";"133954";"Compra Pré-Pago Débito Visa";"Visa";"MONTE CARLO CEDRAL       CEDRAL       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-03 07:45:00"
"60197";"60189";"Compra Pré-Pago Débito Visa";"Visa";"PISTA 3                  ARAQUARI     BR";"TOLL AND BRIDGE FEES";"20.80";"2024-10-03 07:45:00"
"188737";"168475";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE SAVANA       Campo Grande BR";"EATING PLACES AND RESTAURANTS";"9.00";"2024-10-03 07:45:00"
"77227";"77219";"Compra Pré-Pago Débito Visa";"Visa";"PostoPiloto              BELA VISTA DOBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"338.53";"2024-10-03 07:46:00"
"58732";"58724";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONETE E RESTAURAN   COXIM        BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-03 07:46:00"
"300896";"157110";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO LITRO         DOURADOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"694.80";"2024-10-03 07:46:00"
"309950";"118846";"Compra Pré-Pago Débito Visa";"Visa";"MP *SAVANA               PARANAGU     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"5.00";"2024-10-03 07:47:00"
"291707";"102137";"Compra Pré-Pago Débito Visa";"Visa";"MP *ESPETODOZEZO         COLDER       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"26.00";"2024-10-03 07:49:00"
"306962";"113051";"Compra Pré-Pago Débito Visa";"Visa";"RenataAlvesNeris         GUARA        BR";"MISCELLANEOUS PERSONAL SERVICES, NOT ELSEWHERE CLASSIFIED";"11.00";"2024-10-03 07:50:00"
"45539";"55333";"Compra Pré-Pago Débito Visa";"Visa";"RAFA RESTAURANTE III     UBERABA      BR";"EATING PLACES AND RESTAURANTS";"4.50";"2024-10-03 07:50:00"
"169421";"170040";"Compra Pré-Pago Débito Visa";"Visa";"POSTO PLATINAO           CAMPO GRANDE BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"706.80";"2024-10-03 07:50:00"
"169421";"170040";"Compra Pré-Pago Débito Visa";"Visa";"POSTO MANCOES            CAMPO GRANDE BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"200.00";"2024-10-03 07:51:00"
"291704";"111057";"Compra Pré-Pago Débito Visa";"Visa";"PATIO DE TRIAGEM MODEL   BATAGUASSU   BR";"MOTOR FREIGHT CARRIERS AND TRUCKING - LOCAL AND LONG DISTANCE, MOVING AND STORAGE COMPANIES, AND LOCAL DELIVERY";"34.00";"2024-10-03 07:51:00"
"40506";"40498";"Compra Pré-Pago Débito Visa";"Visa";"MNM COM DE COMBUSTIV     GUARAPUAVA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"300.00";"2024-10-03 07:52:00"
"190912";"159568";"Compra Pré-Pago Débito Visa";"Visa";"SAULO FERREIRA JIMENES   SIDROLANDIA  BR";"EATING PLACES AND RESTAURANTS";"7.00";"2024-10-03 07:52:00"
"303046";"118143";"Compra Pré-Pago Débito Visa";"Visa";"AGULHA                   SAO BERNARDO BR";"TOLL AND BRIDGE FEES";"112.80";"2024-10-03 07:52:00"
"281658";"84429";"Compra Pré-Pago Débito Visa";"Visa";"AB COLINAS               Itu          BR";"TOLL AND BRIDGE FEES";"77.40";"2024-10-03 07:52:00"
"309994";"173611";"Compra Pré-Pago Débito Visa";"Visa";"REST MORADA DO SOL II    Itariri      BR";"EATING PLACES AND RESTAURANTS";"65.50";"2024-10-03 07:54:00"
"79101";"79093";"Compra Pré-Pago Débito Visa";"Visa";"DIAMANTE DO NORTE        DIAMANTE DO NBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3408.00";"2024-10-03 07:54:00"
"55391";"55383";"Compra Pré-Pago Débito Visa";"Visa";"CostelaNaBrasa           SAO JOAQUIM DBR";"EATING PLACES AND RESTAURANTS";"11.45";"2024-10-03 07:56:00"
"102370";"106689";"Compra Pré-Pago Débito Visa";"Visa";"REST CAFE PAULISTA 2     CANAPOLIS    BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"21.00";"2024-10-03 07:56:00"
"284049";"161594";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO EBENEZER      CENTENARIO DOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"120.00";"2024-10-03 07:56:00"
"286234";"102135";"Compra Pré-Pago Débito Visa";"Visa";"REST CAFE PAULISTA 2     CANAPOLIS    BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"18.00";"2024-10-03 07:57:00"
"77251";"77243";"Compra Pré-Pago Débito Visa";"Visa";"JOSEMARIDASILVAMA        CAMBE        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"10.00";"2024-10-03 07:57:00"
"309994";"173611";"Compra Pré-Pago Débito Visa";"Visa";"REST MORADA DO SOL II    Itariri      BR";"EATING PLACES AND RESTAURANTS";"12.00";"2024-10-03 07:57:00"
"76103";"76095";"Compra Pré-Pago Débito Visa";"Visa";"ElisabeteBarbozaM        FRONTEIRA    BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"24.00";"2024-10-03 07:57:00"
"253427";"129772";"Compra Pré-Pago Débito Visa";"Visa";"PORTO DE AREIA 3         TRES LAGOAS  BR";"MASONRY, STONEWORK, TILE SETTING, PLASTERING, AND INSULATION CONTRACTORS";"1803.00";"2024-10-03 07:58:00"
"77189";"77181";"Compra Pré-Pago Débito Visa";"Visa";"amor                     MARIALVA     BR";"PROFESSIONAL SERVICES, NOT ELSEWHERE CLASSIFIED";"16.00";"2024-10-03 07:58:00"
"149043";"142100";"Compra Pré-Pago Débito Visa";"Visa";"ANJO AZUL ESTACIONAMENTO SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"30.00";"2024-10-03 07:59:00"
"44439";"44431";"Compra Pré-Pago Débito Visa";"Visa";"54.036.089 GILMAR SANT   ADRIANOPOLIS BR";"EATING PLACES AND RESTAURANTS";"18.00";"2024-10-03 07:59:00"
"285084";"171822";"Compra Pré-Pago Débito Visa";"Visa";"OFERTAO SUPERMERCADO     PARANAGUA    BR";"GROCERY STORES AND SUPERMARKETS";"12.00";"2024-10-03 08:00:00"
"66983";"66975";"Compra Pré-Pago Débito Visa";"Visa";"OFERTAO SUPERMERCADO     PARANAGUA    BR";"GROCERY STORES AND SUPERMARKETS";"10.00";"2024-10-03 08:01:00"
"74593";"74585";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON RESTAURANTE      NAVIRAI      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"11.00";"2024-10-03 08:02:00"
"179848";"46564";"Compra Pré-Pago Débito Visa";"Visa";"LOTERICA SORTE GRANDE    Lencois PauliBR";"UTILITIES - ELECTRIC, GAS, WATER, AND SANITARY";"85.92";"2024-10-03 08:02:00"
"135343";"129118";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE O EST        CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"7.00";"2024-10-03 08:02:00"
"70436";"70428";"Compra Pré-Pago Débito Visa";"Visa";"APARECIDO LEOPOLDINO R   Jose BonifaciBR";"BAKERIES";"37.50";"2024-10-03 08:03:00"
"87140";"87131";"Compra Pré-Pago Débito Visa";"Visa";"LOURDES VICENTIN         ROLANDIA     BR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-03 08:04:00"
"282792";"63104";"Compra Pré-Pago Débito Visa";"Visa";"MP *RECICLAMOVEIS        PARANAGU     BR";"FURNITURE, HOME FURNISHINGS AND EQUIPMENT STORES, EXCEPT APPLIANCES";"10.00";"2024-10-03 08:04:00"
"121638";"152257";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE O EST        CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"11.00";"2024-10-03 08:04:00"
"84391";"84382";"Compra Pré-Pago Débito Visa";"Visa";"RAFA RESTAURANTE III     UBERABA      BR";"EATING PLACES AND RESTAURANTS";"15.20";"2024-10-03 08:04:00"
"47813";"47805";"Compra Pré-Pago Débito Visa";"Visa";"PRUDEN FRUTAS TAKUS      PRESIDENTE PRBR";"FAST FOOD RESTAURANTS";"29.00";"2024-10-03 08:05:00"
"252138";"142711";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE MARACUJA     JACI         BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"9.00";"2024-10-03 08:05:00"
"240470";"132403";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO BARRETAO      BARRETOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2434.40";"2024-10-03 08:06:00"
"97971";"97961";"Compra Pré-Pago Débito Visa";"Visa";"LOJA DE CONVENIENCIA T   BAURU        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"8.50";"2024-10-03 08:07:00"
